ID	Name	Type	Orig	New Morph	New Obj Type	LType	LCode	LValue	LMorph	Bar	Ring	
D00651	NGC 2768	galaxy--lenticular	S0	E3	E	G	-4.4 ± 1.1	-4.4	E			
D02071	NGC 2770	galaxy--spiral	Sd	SAc	S	G	5.2 ± 0.6	5.2	Sc	B		
F00624	NGC 2773	galaxy--spiral	Sc	SAa	S	G	0.7 ± 3.2	0.7	Sa			
D00653	NGC 2776	barred-spiral	SABc	SABc	I	G	5.1 ± 0.6	5.1	SABc	B		
F00625	NGC 2777	galaxy--spiral	Sbcr	SAb:r	S	G	2.8 ± 2.4	2.8	Sb			
D00322	NGC 278	galaxy--spiral	SAB(rs)b	SAB(rs)b	I	G	3.0 ± 0.9	3	SABb	B		
D02072	NGC 2781	galaxy--lenticular	S0	S0-a	L	G	-1.0 ± 0.9	-1	S0-a	B	R	
D00390	NGC 2782	galaxy--spiral	SABa	SABa	I	G	1.1 ± 0.4	1.1	SABa	B		
D02073	NGC 2783	galaxy--elliptical	E3	E3	E	G	-4.8 ± 0.6	-4.8	E			
F01107	NGC 2783B	barred-spiral	SBb	SBb	B	G	3.4 ± 0.7	3.4	SBb	B		
D00654	NGC 2784	galaxy--spiral	SA(s)	S0	L	?	-2.1 ± 0.4	-2.1	S0			
D00391	NGC 2787	galaxy--lenticular	SB(r)0+	S0-a	L	G	-1.0 ± 0.9	-1	S0-a	B	R	
F01109	NGC 2789	galaxy--unclassified		S0-a	L	G	-0.2 ± 0.8	-0.2	S0-a	B	R	
F01110	NGC 2791	galaxy--elliptical		S0-a	L	G	-1.0 ± 2.0	-1	S0-a		R	
F00095	NGC 2794	galaxy--spiral		SABb	I	G	4.0 ± 2.0	4	SABb	B	R	
D02074	NGC 2795	galaxy--elliptical	E3	E3	E	G	-4.9 ± 0.4	-4.9	E			
F00096	NGC 2797	galaxy--spiral		SAab	S	G	2.0 ± 2.0	2	Sab			
D02075	NGC 2798	barred-spiral	SBa	SAa	S	G	1.1 ± 0.4	1.1	Sa	B		
F00098	NGC 2799	barred-spiral	SBd	SBd	B	G	8.5 ± 1.4	8.5	SBd	B		
F01111	NGC 2801	galaxy--spiral	Sc	SAc	S	G	5.3 ± 0.6	5.3	Sc			
F00099	NGC 2804	galaxy--lenticular	S0	S0	L	G	-2.1 ± 0.6	-2.1	S0		R	
D00649	NGC 2805	galaxy--spiral	SABc	SABc	I	G	6.9 ± 0.3	6.9	SABc	B	R	
F01113	NGC 2807	galaxy--unclassified		S0	L	G	-2.0 ± 2.0	-2	S0			
D02076	NGC 2809	galaxy--lenticular	S0	S0	L	G	-2.1 ± 0.6	-2.1	S0			
D00392	NGC 2811	galaxy--spiral	Sa	SBa	B	G	1.1 ± 0.4	1.1	SBa	B		
F01115	NGC 2812	galaxy--spiral	S0/Sb	S?	S	G	2.3 ± 4.4	2.3	S?			
F01116	NGC 2813	galaxy--lenticular	S0	S0	L	G	-2.1 ± 0.6	-2.1	S0			
F00918	NGC 2814	barred-spiral	SBb	SBb	B	G	3.1 ± 1.5	3.1	SBb	B		
D00656	NGC 2815	galaxy--spiral	Sb	SBb	B	G	2.9 ± 0.7	2.9	SBb	B	R	
F00919	NGC 2820	barred-spiral	SBc	SBc	B	G	5.3 ± 0.6	5.3	SBc	B		
D02077	NGC 2822	galaxy--elliptical	E3	E3	E	G	-4.5 ± 1.2	-4.5	E			
D00655	NGC 2835	galaxy--spiral	SBc	SAc	S	G	5.0 ± 0.4	5	Sc	B		
D02078	NGC 2836	galaxy--spiral	SAbc	SAbc	S	G	4.0 ± 0.4	4	Sbc			
D00158	NGC 2841	galaxy--spiral	SA(s)b	SB(s)b	B	G	2.9 ± 0.5	2.9	SBb	B	R	
D02079	NGC 2848	galaxy--spiral	Sc	SABc	I	G	5.1 ± 0.5	5.1	SABc	B		
F01349	NGC 2851	galaxy--unclassified		S0	L	G	-1.9 ± 0.6	-1.9	S0			
F00100	NGC 2854	barred-spiral	SBb	SBb	B	G	3.1 ± 0.4	3.1	SBb	B		
D02081	NGC 2855	galaxy--spiral	S0a	S0-a	L	G	-0.2 ± 1.1	-0.2	S0-a			
F00101	NGC 2856	galaxy--spiral	SBbc	SBbc	B	G	3.8 ± 1.6	3.8	SBbc	B		
D02082	NGC 2857	galaxy--spiral		SAc	S	G	5.2 ± 0.5	5.2	Sc		R	
D00393	NGC 2859	galaxy--lenticular	(R)SB(r)0	S0-a	L	G	-1.2 ± 0.6	-1.2	S0-a	B	R	
D02084	NGC 2862	barred-spiral	SBbc	SBbc	B	G	3.9 ± 0.9	3.9	SBbc	B	R	
D02085	NGC 2865	galaxy--elliptical	E4	E4	E	G	-4.2 ± 1.3	-4.2	E	B		
D02086	NGC 2872	galaxy--elliptical	E2	E3	E	G	-4.8 ± 0.4	-4.8	E			
F01352	NGC 2873	barred-spiral	SBab	SAab	S	G	1.5 ± 2.5	1.5	Sab	B		
F00102	NGC 2874	barred-spiral	SBbc	SAbc	S	G	4.4 ± 0.9	4.4	Sbc	B	R	
D02087	NGC 2880	barred-spiral	SB0-	E-S0	L	G	-2.6 ± 0.6	-2.6	E-S0	B	R	
F00103	NGC 2884	galaxy--spiral		S0-a	L	G	0.2 ± 0.9	0.2	S0-a			
D02088	NGC 2887	galaxy--lenticular	E/S0	E-S0	L	G	-3.1 ± 0.5	-3.1	E-S0			
D02089	NGC 2889	galaxy--spiral	Sb	SABc	I	G	4.8 ± 0.8	4.8	SABc	B	R	
D00119	NGC 2903	barred-spiral	SAB(rs)bc	SA(rs)bc	S	G	4.0 ± 0.1	4	Sbc	B		
D02090	NGC 2906	galaxy--spiral	Sc	SAc	S	G	5.7 ± 0.8	5.7	Sc			
D02091	NGC 2907	galaxy--lenticular	S0	SAa	S	G	1.0 ± 0.7	1	Sa			
D02092	NGC 2915	dwarf-galaxy	dG	SBab	B	G	1.6 ± 3.7	1.6	SBab	B		
D02093	NGC 2916	galaxy--spiral	Sb	SAb	S	G	3.1 ± 0.6	3.1	Sb			
D02094	NGC 2918	galaxy--elliptical	E3	E3	E	G	-4.7 ± 0.9	-4.7	E			
D00984	NGC 292	dwarf-galaxy	SBmp	SBm pec	B	G	8.9 ± 0.3	8.9	SBm	B		
F00104	NGC 2920	galaxy--spiral		SAa	S	G	0.9 ± 0.7	0.9	Sa			
D02095	NGC 2921	galaxy--spiral	SABa	SABa	I	G	1.1 ± 0.5	1.1	SABa	B	R	
F00779	NGC 2928	barred-spiral	SBa	SBa	B	G	1.0 ± 2.4	1	SBa	B		
F00780	NGC 2933	galaxy--spiral	SAab	SAbc	S	G	4.2 ± 2.2	4.2	Sbc			
D00660	NGC 2935	barred-spiral	SBb	SAb	S	G	3.2 ± 0.7	3.2	Sb	B	R	
F00781	NGC 2941	galaxy--lenticular	S0-Aa	S0-a	L	G	0.0 ± 2.0	0	S0-a		R	
D02096	NGC 2943	galaxy--elliptical	E3	E3	E	G	-4.8 ± 0.6	-4.8	E			
F00782	NGC 2946	barred-spiral	SBb	SBb	B	G	3.0 ± 1.4	3	SBb	B		
F00783	NGC 2949	galaxy--spiral	S	SABb	I	M2	4.2 ± 2.0	4.2	SABb			PGC 27573
D00394	NGC 2950	galaxy--lenticular	(R)SB(r)0	S0	L	G	-1.9 ± 0.4	-1.9	S0	B	R	
D02097	NGC 2954	galaxy--elliptical	E3	E3	E	G	-4.8 ± 0.6	-4.8	E			
F00784	NGC 2958	galaxy--unclassified		SAbc	S	G	3.9 ± 0.5	3.9	Sbc	B	R	
D02098	NGC 2959	barred-spiral	SBab	SAab	S	G	1.6 ± 0.6	1.6	Sab	B	R	
F01537	NGC 2961	galaxy--unclassified		SABb	I	G	2.9 ± 0.9	2.9	SABb	B		
D02099	NGC 2962	galaxy--spiral	(R)SAB(rs)0+	S0-a	L	G	-1.0 ± 0.7	-1	S0-a	B	R	
D00395	NGC 2964	galaxy--spiral	SAB(r)bc	SA(r)bc	S	G	4.0 ± 0.9	4	Sbc	B	R	
D02100	NGC 2967	galaxy--spiral	Sc	SAc	S	G	5.2 ± 0.6	5.2	Sc			
F00785	NGC 2968	galaxy--spiral	SAB(r)bc	SA(r)a	S	G	0.6 ± 3.6	0.6	Sa	B		
F00786	NGC 2970	galaxy--elliptical	E3	E3	E	G	-4.5 ± 0.8	-4.5	E	B		
D00396	NGC 2974	galaxy--lenticular	E4	E4	E	G	-4.3 ± 1.2	-4.3	E			
D00397	NGC 2976	galaxy--spiral	SAcp	SAc pec	S	G	5.2 ± 1.1	5.2	Sc			
D02101	NGC 2977	galaxy--spiral	SAb	SAb	S	G	3.0 ± 0.7	3	Sb			
D00873	NGC 2983	galaxy--lenticular	SB0	S0-a	L	G	-0.8 ± 1.1	-0.8	S0-a	B		
D00398	NGC 2985	galaxy--spiral	Sb	SAab	S	G	2.4 ± 0.7	2.4	Sab			
D00872	NGC 2986	galaxy--elliptical	E1	E3	E	G	-4.7 ± 0.6	-4.7	E			
D02102	NGC 2990	galaxy--spiral	SABc	SABc	I	G	5.0 ± 0.5	5	SABc	B		
D00662	NGC 2992	seyfert-galaxy	Sa	SAa	S	G	0.9 ± 0.5	0.9	Sa			
F00105	NGC 2993	galaxy--spiral	Sab	SAa	S	G	1.2 ± 0.7	1.2	Sa			
D00661	NGC 2997	galaxy--spiral	SAB(rs)c	SAB(rs)c	I	G	5.1 ± 0.5	5.1	SABc	B		
D00871	NGC 3001	galaxy--spiral	SBbc	SAbc	S	G	4.0 ± 0.6	4	Sbc	B	R	
D02104	NGC 3003	galaxy--spiral	SAbc	SAbc	S	G	4.4 ± 0.8	4.4	Sbc	B		
F01376	NGC 3013	barred-spiral	SBabr	S?	S	G	0.4 ± 4.2	0.4	S?		R	
F00106	NGC 3018	barred-spiral	SB	SBbc	B	G	3.5 ± 1.7	3.5	SBbc	B		
D02103	NGC 3021	galaxy--spiral	SAbc	SAbc	S	G	4.0 ± 0.2	4	Sbc			
D02105	NGC 3023	barred-spiral	SBc	SABc	I	G	5.6 ± 0.8	5.6	SABc	B		
D02106	NGC 3027	barred-spiral	SBc	SAc	S	G	6.4 ± 0.8	6.4	Sc	B		
D01238	NGC 3038	galaxy--spiral	Sb	SAb	S	G	2.8 ± 1.1	2.8	Sb			
D01870	NGC 304	galaxy--lenticular	S0	S0	L	G	-1.7 ± 1.2	-1.7	S0			
D02108	NGC 3044	barred-spiral	SB(s)c?sp	SB(s)c	B	G	5.5 ± 0.7	5.5	SBc	B		
F00108	NGC 3045	galaxy--spiral	Sb	SBb	B	G	2.9 ± 1.1	2.9	SBb	B	R	
D02109	NGC 3052	galaxy--spiral	Sc	SABc	I	G	5.0 ± 0.3	5	SABc	B	R	
D02110	NGC 3054	barred-spiral	SBbc	SAb	S	G	3.4 ± 0.6	3.4	Sb	B	R	
D02111	NGC 3055	galaxy--spiral		SAc	S	G	5.2 ± 0.7	5.2	Sc	B		
D02112	NGC 3056	galaxy--lenticular	S0	S0-a	L	G	-1.2 ± 0.6	-1.2	S0-a	B		
D01218	NGC 3059	barred-spiral	SBc	SBbc	B	G	4.0 ± 0.2	4	SBbc	B		
F00107	NGC 3065	galaxy--lenticular	S0	S0	L	G	-2.0 ± 0.4	-2	S0		R	
D02107	NGC 3066	galaxy--spiral	SABb	SABb	I	G	4.0 ± 0.1	4	SABb	B		
D02113	NGC 3067	galaxy--spiral	SABa	SABa	I	G	2.1 ± 0.4	2.1	SABa	B		
D01871	NGC 307	galaxy--elliptical	E/S0	S0	L	G	-1.9 ± 1.2	-1.9	S0			
F00920	NGC 3073	galaxy--lenticular	E/S0	E-S0	L	G	-2.7 ± 0.6	-2.7	E-S0	B		
D00399	NGC 3077	irregular-galaxy	I0pec	S?	S	G	6.1 ± 5.5	6.1	S?			
D00875	NGC 3078	galaxy--elliptical	E3	E3	E	G	-4.8 ± 0.5	-4.8	E			
D00400	NGC 3079	barred-spiral	SB(s)c	SB(s)c	B	G	6.4 ± 1.1	6.4	SBc	B		
F00774	NGC 3084	galaxy--spiral	Sa:r	SAab:r	S	G	2.0 ± 0.5	2	Sab	B	R	
F00109	NGC 3085	galaxy--lenticular	S0	S0	L	G	-1.8 ± 1.2	-1.8	S0			
D01237	NGC 3087	galaxy--elliptical	E	E3	E	G	-4.3 ± 0.5	-4.3	E			
D00874	NGC 3091	galaxy--elliptical	E3	E3	E	G	-4.8 ± 0.6	-4.8	E			
D01239	NGC 3095	galaxy--spiral	Sc	SAc	S	G	5.0 ± 0.4	5	Sc	B	R	
F00110	NGC 3096	barred-spiral	SB0	S0	L	G	-1.9 ± 0.5	-1.9	S0	B		
F00112	NGC 3100	galaxy--lenticular	S0	S0	L	G	-2.0 ± 0.5	-2	S0	B		
D02115	NGC 3106	galaxy--lenticular	S0	S0	L	G	-1.8 ± 0.8	-1.8	S0		R	
D02114	NGC 3108	galaxy--lenticular	S0	S0-a	L	G	-1.1 ± 0.6	-1.1	S0-a			
D00663	NGC 3109	irregular-galaxy	SB(s)m	SB(s)m	B	G	9.1 ± 0.4	9.1	SBm	B		
F00008	NGC 311	galaxy--lenticular	S0	S0	L	G	-2.0 ± 0.4	-2	S0			
D02116	NGC 3111	galaxy--lenticular	E/S0	E-S0	L	G	-3.2 ± 0.8	-3.2	E-S0			
D02117	NGC 3124	galaxy--spiral	Sc	SAbc	S	G	4.0 ± 0.5	4	Sbc	B	R	
D01230	NGC 3136	galaxy--elliptical	E3	E3	E	G	-4.9 ± 0.4	-4.9	E			
D02118	NGC 3137	galaxy--spiral	Sc	SABc	I	G	5.9 ± 0.4	5.9	SABc	B		
F00113	NGC 3143	galaxy--spiral		SBb	B	G	3.0 ± 0.4	3	SBb	B		
D02119	NGC 3145	barred-spiral	SBbc	SBbc	B	G	4.0 ± 0.1	4	SBbc	B		
D00401	NGC 3147	galaxy--spiral	SA(rs)bc	SA(rs)bc	S	G	3.9 ± 0.5	3.9	Sbc			
D02120	NGC 3149	galaxy--spiral	Sb	SAb	S	G	3.4 ± 0.6	3.4	Sb			
D01872	NGC 315	galaxy--elliptical	E3	E3	E	G	-4.1 ± 0.7	-4.1	E			
F01377	NGC 3150	galaxy--spiral	SAc	SAab	S	G	1.8 ± 3.5	1.8	Sab		R	
F01378	NGC 3151	galaxy--lenticular	S0	S0	L	G	-1.9 ± 0.6	-1.9	S0		R	
F01379	NGC 3152	galaxy--lenticular	S0	S0	L	G	-1.9 ± 0.6	-1.9	S0	B	R	
F00124	NGC 3155	galaxy--spiral	Sm(r)	SAbc	S	G	3.5 ± 1.5	3.5	Sbc			
D02121	NGC 3156	galaxy--lenticular	S0:	S0	L	G	-2.4 ± 1.1	-2.4	S0			
D02122	NGC 3158	galaxy--elliptical	E3	E3	E	G	-4.8 ± 0.4	-4.8	E			
F01380	NGC 3159	galaxy--elliptical	S0	E3	E	G	-4.9 ± 0.4	-4.9	E			
F00116	NGC 3160	galaxy--spiral	SAab	SAab	S	G	2.0 ± 1.7	2	Sab	B		
F00117	NGC 3161	galaxy--elliptical	E3	E3	E	G	-4.9 ± 0.4	-4.9	E			
D02123	NGC 3162	galaxy--spiral	Sc	SABc	I	G	4.5 ± 0.9	4.5	SABc	B	R	
F00118	NGC 3163	galaxy--elliptical	E/S0	E-S0	L	G	-3.1 ± 0.4	-3.1	E-S0			
F00115	NGC 3165	galaxy--spiral	Sm(r)	SAm(r)	S	G	8.5 ± 0.9	8.5	Sm		R	
F00114	NGC 3166	galaxy--spiral	SAB(rs)0	S0-a	L	G	0.3 ± 0.8	0.3	S0-a	B		
D00403	NGC 3169	galaxy--spiral	Sa	SAa	S	G	1.2 ± 0.5	1.2	Sa		R	
D02124	NGC 3175	galaxy--spiral	Sb	SAab	S	G	2.0 ± 1.6	2	Sab	B		
D02125	NGC 3177	galaxy--spiral	Sb	SAb	S	G	3.0 ± 0.3	3	Sb			
F01441	NGC 318	galaxy--lenticular	S0	S0	L	G	-1.9 ± 0.7	-1.9	S0			
D02128	NGC 3183	barred-spiral	SBb	SBbc	B	G	3.8 ± 0.5	3.8	SBbc	B		
D00404	NGC 3184	galaxy--spiral	Sc	SABc	I	G	5.9 ± 0.4	5.9	SABc	B		
F00120	NGC 3185	barred-spiral	(R)SB(r)a	SA(r)a	S	G	1.2 ± 0.9	1.2	Sa	B	R	
F00121	NGC 3187	galaxy--spiral	Sd	SBc	B	G	5.0 ± 0.7	5	SBc	B		
D00405	NGC 3190	galaxy--spiral	Sa	SAa	S	G	0.9 ± 0.6	0.9	Sa			
F00119	NGC 3193	galaxy--elliptical	E3	E3	E	G	-4.8 ± 0.4	-4.8	E			
D00167	NGC 3198	galaxy--spiral	Sc	SAc	S	G	5.2 ± 0.6	5.2	Sc	B	R	
D02126	NGC 3200	galaxy--spiral	Sc	SAc	S	G	4.6 ± 1.0	4.6	Sc	B		
D02127	NGC 3206	barred-spiral	SBc	SBc	B	G	6.0 ± 0.4	6	SBc	B		
F00122	NGC 3214	galaxy--spiral	S0-Aa	S0-a	L	G	-0.4 ± 1.3	-0.4	S0-a			
F00123	NGC 3220	galaxy--spiral	SAb	SAb	S	G	3.4 ± 1.5	3.4	Sb			
F00788	NGC 3222	galaxy--elliptical	E/S0	S0	L	G	-2.1 ± 0.5	-2.1	S0	B		
D01259	NGC 3223	galaxy--spiral	Sb	SAb	S	G	3.4 ± 0.8	3.4	Sb			
D00407	NGC 3226	galaxy--elliptical	E2 pec	E2 pec	E	G	-4.8 ± 0.5	-4.8	E			
F00787	NGC 3227	galaxy--spiral	SAB(s)pec	SAB(s)a pec	I	G	1.5 ± 0.9	1.5	SABa	B		
D02129	NGC 3241	galaxy--spiral	Sa	SABa	I	G	2.4 ± 0.7	2.4	SABa	B	R	
F00561	NGC 3244	galaxy--spiral	Sbc	SAc	S	G	5.6 ± 0.9	5.6	Sc			
D00409	NGC 3245	galaxy--lenticular	SBb	S0	L	G	-2.1 ± 0.6	-2.1	S0	B	R	
F00804	NGC 3245A	barred-spiral	SBb	SBb	B	M3	3.3 ± 0.8	3.3	SBb	B		PGC 30714
D01254	NGC 3250	galaxy--elliptical	E...	E3	E	G	-4.9 ± 0.4	-4.9	E			
D00666	NGC 3254	galaxy--spiral	Sb	SAbc	S	G	4.0 ± 0.2	4	Sbc		R	
D01253	NGC 3256	galaxy--spiral	Sb	SAbc	S	G	4.0 ± 1.8	4	Sbc			
F00125	NGC 3257	galaxy--lenticular	S0	E-S0	L	G	-2.8 ± 0.6	-2.8	E-S0	B		
D01256	NGC 3258	galaxy--elliptical	E1	E1	E	G	-4.3 ± 0.9	-4.3	E			
F00126	NGC 3260	galaxy--elliptical		E3	E	G	-4.9 ± 0.5	-4.9	E			
D01251	NGC 3261	barred-spiral	SBbc	SAbc	S	G	3.6 ± 0.9	3.6	Sbc	B		
F00943	NGC 3262	galaxy--lenticular	SB0	S0	L	G	-1.6 ± 0.8	-1.6	S0	B		
F00944	NGC 3263	barred-spiral	SBc	SBc	B	G	6.0 ± 0.4	6	SBc	B		
D02130	NGC 3266	galaxy--lenticular	S0	S0	L	G	-2.0 ± 0.4	-2	S0	B	R	
F00563	NGC 3267	galaxy--lenticular	S0	S0	L	G	-2.0 ± 0.4	-2	S0	B	R	
D01258	NGC 3268	galaxy--elliptical	E2	E2	E	G	-4.3 ± 0.9	-4.3	E			
F00564	NGC 3269	galaxy--spiral	Sa	S0-a	L	G	-0.8 ± 0.7	-0.8	S0-a	B	R	
F00562	NGC 3271	galaxy--lenticular	S0	S0	L	G	-1.8 ± 0.7	-1.8	S0	B	R	
F00127	NGC 3273	galaxy--lenticular	S0	S0	L	G	-1.9 ± 0.5	-1.9	S0	B	R	
D02131	NGC 3275	barred-spiral	SBab	SAab	S	G	1.9 ± 0.5	1.9	Sab	B	R	
D00410	NGC 3277	galaxy--spiral	Sa/Sb	SAab	S	G	1.8 ± 0.8	1.8	Sab		R	
D02132	NGC 3283	galaxy--lenticular	S0	S0	L	G	-1.9 ± 0.6	-1.9	S0			
D02133	NGC 3285	galaxy--spiral	Sa	SAa	S	G	1.2 ± 0.6	1.2	Sa	B		
D02134	NGC 3287	barred-spiral	SBd	SBd	B	G	7.6 ± 1.5	7.6	SBd	B		
D00411	NGC 3294	galaxy--spiral	Sr...	SABc	I	G	5.1 ± 0.6	5.1	SABc	B		
D02188	NGC 3301	barred-spiral	SB0	S0-a	L	G	-0.4 ± 1.0	-0.4	S0-a	B	R	
F01382	NGC 3304	galaxy--unclassified		SAa	S	G	1.0 ± 0.3	1	Sa	B	R	
D02135	NGC 3305	galaxy--elliptical	E0	E3	E	G	-4.9 ± 0.4	-4.9	E			
F00131	NGC 3307	galaxy--spiral		S0-a	L	G	0.2 ± 0.7	0.2	S0-a	B	R	
F00130	NGC 3308	galaxy--lenticular	S0	E-S0	L	G	-3.0 ± 0.6	-3	E-S0	B		
F00135	NGC 3309	galaxy--elliptical	E3	E3	E	G	-4.9 ± 0.4	-4.9	E			
D00412	NGC 3310	galaxy--spiral	SAB(r)bcpec	SAB(r)b pec	I	G	4.0 ± 0.2	4	SABb	B	R	
D00877	NGC 3311	galaxy--elliptical	S0	E-S0	L	G	-3.3 ± 1.0	-3.3	E-S0			
F00132	NGC 3312	galaxy--spiral	Sab	SAb	S	G	2.9 ± 0.4	2.9	Sb		R	
D02136	NGC 3313	barred-spiral	SBcr	SAab	S	G	2.4 ± 1.2	2.4	Sab	B	R	
F00133	NGC 3314A	galaxy--spiral	S+S	SBab + Sc	S	M2	2.0 ± 1.0	2	SBab			
F00128	NGC 3315	galaxy--lenticular	S0	E-S0	L	G	-2.9 ± 0.5	-2.9	E-S0			
F00134	NGC 3316	barred-spiral	SB0	S0	L	G	-2.0 ± 0.4	-2	S0	B		
D01261	NGC 3318	barred-spiral	SBbc	SAbc	S	G	3.7 ± 1.0	3.7	Sbc	B		
D00665	NGC 3319	barred-spiral	SBc	SBc	B	G	6.0 ± 0.4	6	SBc	B		
D02137	NGC 3329	galaxy--spiral	Sa:	SAb	S	G	2.9 ± 0.6	2.9	Sb		R	
D02138	NGC 3332	galaxy--lenticular	E/S0	E-S0	L	G	-2.7 ± 1.0	-2.7	E-S0			
D02139	NGC 3336	galaxy--spiral	Sc	SABc	I	G	5.0 ± 0.4	5	SABc	B		
D00667	NGC 3338	galaxy--spiral	Sc	SAc	S	G	5.0 ± 0.6	5	Sc			
D00413	NGC 3344	barred-spiral	Sbc	SAbc	S	G	4.0 ± 0.3	4	Sbc	B	R	
D01273	NGC 3347	barred-spiral	SBb	SBbc	B	G	3.6 ± 0.8	3.6	SBbc	B		
D02140	NGC 3348	galaxy--elliptical	E3	E3	E	G	-4.8 ± 0.4	-4.8	E			
D02141	NGC 3353	galaxy--spiral	SABb	SABb	I	G	4.1 ± 2.5	4.1	SABb	B		
F00565	NGC 3354	galaxy--unclassified		SAc	S	G	5.0 ± 2.0	5	Sc			
F00566	NGC 3358	galaxy--spiral	Sa	S0-a	L	G	0.3 ± 0.9	0.3	S0-a	B		
D00876	NGC 3359	barred-spiral	SBc	SAc	S	G	5.2 ± 0.5	5.2	Sc	B		
D02142	NGC 3366	galaxy--spiral	Sb	SBb	B	G	3.1 ± 0.6	3.1	SBb	B	R	
D00879	NGC 3367	barred-spiral	SBcdr	SAc	S	G	5.1 ± 0.6	5.1	Sc	B		
D00585	NGC 337	barred-spiral	SB(s)d	SBcd	B	G	6.7 ± 0.8	6.7	SBcd	B		
D02143	NGC 3370	galaxy--spiral		SABc	I	G	5.1 ± 1.1	5.1	SABc	B		
D00117	NGC 3377	galaxy--elliptical	E6	E6	E	G	-4.8 ± 0.5	-4.8	E			
F00789	NGC 3377A	galaxy--unclassified		SABm	I	G	8.9 ± 0.3	8.9	SABm			PGC 32226
D02144	NGC 3381	barred-spiral	SB	SBbc	B	G	3.6 ± 1.2	3.6	SBbc	B		
F00791	NGC 3384	galaxy--lenticular	E7	E-S0	L	G	-2.6 ± 0.8	-2.6	E-S0	B		
F00792	NGC 3389	galaxy--spiral	SAc	SAc	S	G	5.3 ± 0.6	5.3	Sc			
F00790	NGC 3391	galaxy--spiral	Sdm	SAb	S	G	3.3 ± 3.4	3.3	Sb			
D00414	NGC 3395	galaxy--spiral	3	SAc	S	G	5.8 ± 0.8	5.8	Sc	B		
F00136	NGC 3396	galaxy--spiral		SAm	S	G	9.3 ± 1.5	9.3	Sm	B		
D00878	NGC 3411	galaxy--lenticular	S0	E4	E	G	-3.9 ± 0.6	-3.9	E			
D00116	NGC 3412	galaxy--lenticular	SB(s)0	S0	L	G	-2.0 ± 0.4	-2	S0	B	R	
F00138	NGC 3413	galaxy--spiral	Scd	S0-a	L	G	-1.1 ± 2.4	-1.1	S0-a			
D00415	NGC 3414	galaxy--lenticular	S0p	S0	L	G	-2.0 ± 0.6	-2	S0	B		
F00808	NGC 3418	galaxy--spiral	S0/Sa	S0-a	L	G	0.2 ± 1.0	0.2	S0-a	B		
D02145	NGC 3423	galaxy--spiral	SA(s)cd	SA(s)c	S	G	6.0 ± 0.3	6	Sc			
F00137	NGC 3424	galaxy--spiral		SBb	B	G	3.1 ± 0.5	3.1	SBb	B		
D02146	NGC 3430	galaxy--spiral	Sb	SAc	S	G	5.1 ± 0.7	5.1	Sc	B		
D00416	NGC 3432	galaxy--spiral	Irr	SBm	B	G	8.9 ± 0.5	8.9	SBm	B		
D00880	NGC 3437	galaxy--spiral	SABc	SABc	I	G	5.2 ± 0.5	5.2	SABc	B		
F00141	NGC 3440	galaxy--spiral	SAbc	SAbc	S	G	3.6 ± 1.9	3.6	Sbc	B		
D02148	NGC 3445	galaxy--spiral		SABm	I	G	8.8 ± 0.9	8.8	SABm	B		
D02149	NGC 3448	irregular-galaxy	S?	S?	S	G	3.8 ± 4.2	3.8	S?			
D02150	NGC 3449	galaxy--spiral	Sa	SABa	I	G	2.2 ± 1.0	2.2	SABa	B	R	
D02151	NGC 3450	galaxy--spiral	Sb	SAb	S	G	3.1 ± 0.5	3.1	Sb	B	R	
F00139	NGC 3454	barred-spiral	SBc	SBc	B	G	5.4 ± 0.8	5.4	SBc	B		
D02147	NGC 3455	galaxy--spiral	SABb	SABb	I	G	3.1 ± 0.8	3.1	SABb	B		
D02152	NGC 3457	galaxy--lenticular	S0gas	E3	E	G	-4.4 ± 1.5	-4.4	E			
F00140	NGC 3458	galaxy--lenticular	S0	S0	L	G	-2.0 ± 0.4	-2	S0	B		
D02153	NGC 3462	galaxy--lenticular	S0 pec	S0	L	G	-2.0 ± 0.5	-2	S0		R	
D02154	NGC 3464	galaxy--spiral	Sc	SAc	S	G	4.9 ± 0.5	4.9	Sc	B	R	
D02155	NGC 3471	barred-spiral	SBa	SBa	B	G	1.1 ± 0.5	1.1	SBa	B	R	
D02156	NGC 3485	galaxy--spiral	SAb	SAb	S	G	3.2 ± 0.6	3.2	Sb	B	R	
D00155	NGC 3486	barred-spiral	SABc	SAc	S	G	5.2 ± 0.7	5.2	Sc	B	R	
D00118	NGC 3489	galaxy--lenticular	SAB(rs)0+	S0-a	L	G	-1.2 ± 0.9	-1.2	S0-a	B		
D02157	NGC 3495	galaxy--spiral	Sb	SABc	I	G	6.2 ± 0.9	6.2	SABc	B		
D02158	NGC 3497	galaxy--spiral	S0a	S0	L	G	-1.8 ± 1.4	-1.8	S0			
F00142	NGC 3501	galaxy--spiral	Sc	SAc	S	G	5.8 ± 0.5	5.8	Sc			
D00156	NGC 3504	barred-spiral	(R)SAB(s)ab	SA(s)ab	S	G	2.1 ± 0.4	2.1	Sab	B	R	
D00881	NGC 3507	barred-spiral	SB(s)b	SB(s)b	B	G	3.1 ± 0.4	3.1	SBb	B		
D00669	NGC 3511	galaxy--spiral	Sc	SABc	I	G	5.1 ± 0.4	5.1	SABc	B		
F00809	NGC 3512	galaxy--spiral	Sc	SAc	S	G	5.1 ± 0.5	5.1	Sc	B		
